IQ-TREE multicore version 2.4.0 for Linux x86 64-bit built Feb  7 2025
Developed by Bui Quang Minh, Nguyen Lam Tung, Olga Chernomor, Heiko Schmidt,
Dominik Schrempf, Michael Woodhams, Ly Trong Nhan, Thomas Wong

Host:    rosa (AVX512, FMA3, 755 GB RAM)
Command: /home/jeremias/software/iqtree-2.4.0-Linux-intel/bin/iqtree2 -s /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_05_2.fa -T 1 --quiet --redo -blmin 0.0136986301369863
Seed:    518412 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Thu Jun 25 05:41:51 2026
Kernel:  AVX+FMA - 1 threads (128 CPU cores detected)

HINT: Use -nt option to specify number of threads because your CPU has 128 cores!
HINT: -nt AUTO will automatically determine the best number of threads to use.

Reading alignment file /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_05_2.fa ... Fasta format detected
Reading fasta file: done in 2.84612e-05 secs
Alignment most likely contains DNA/RNA sequences
Alignment has 4 sequences with 73 columns, 17 distinct patterns
2 parsimony-informative, 17 singleton sites, 54 constant sites
         Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 3.8147e-06 secs
   1  hg38       0.00%    passed     98.16%
   2  gorGor3    0.00%    passed     99.41%
   3  panTro4    0.00%    passed     99.13%
   4  ponAbe2    0.00%    passed     98.26%
****  TOTAL      0.00%  0 sequences failed composition chi2 test (p-value<5%; df=3)


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.000 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -178.232
Optimal log-likelihood: -177.859
Rate parameters:  A-C: 0.29742  A-G: 2.95082  A-T: 0.28622  C-G: 0.00010  C-T: 2.73790  G-T: 1.00000
445  F81+F+R2      189.511      10  399.022      402.570      421.926
463  JC            196.459      5   402.918      403.813      414.370
464  JC+I          196.405      6   404.810      406.083      418.553
465  JC+G4         196.411      6   404.823      406.095      418.565
466  JC+I+G4       196.503      7   407.007      408.730      423.040
467  JC+R2         196.448      7   406.896      408.619      422.929
Akaike Information Criterion:           HKY+F
Corrected Akaike Information Criterion: HKY+F
Bayesian Information Criterion:         HKY+F
Best-fit model: HKY+F chosen according to BIC

All model information printed to /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_05_2.fa.model.gz
CPU time for ModelFinder: 0.084 seconds (0h:0m:0s)
Wall-clock time for ModelFinder: 0.099 seconds (0h:0m:0s)

NOTE: 0 MB RAM (0 GB) is required!
Estimate model parameters (epsilon = 0.100)
1. Initial log-likelihood: -189.530
2. Current log-likelihood: -179.130
Optimal log-likelihood: -179.130
Rate parameters:  A-C: 1.00000  A-G: 9.63653  A-T: 1.00000  C-G: 1.00000  C-T: 9.63653  G-T: 1.00000
Base frequencies:  A: 0.264  C: 0.390  G: 0.113  T: 0.233
Parameters optimization took 2 rounds (0.000 sec)
Wrote distance file to... 
Computing ML distances based on estimated model parameters...
Calculating distance matrix: done in 3.73721e-05 secs using 85.63% CPU
Computing ML distances took 0.000069 sec (of wall-clock time) 0.000061 sec (of CPU time)
Setting up auxiliary I and S matrices: done in 3.97265e-05 secs using 85.59% CPU
Computing RapidNJ tree took 0.000178 sec (of wall-clock time) 0.000150 sec (of CPU time)
Log-likelihood of RapidNJ tree: -179.037
--------------------------------------------------------------------
|             INITIALIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Generating 99 parsimony trees... 0.006 second
Computing log-likelihood of 2 initial trees ... 0.000 seconds
Current best score: -179.037

Do NNI search on 3 best initial trees
Finish initializing candidate tree set (3)
Current best tree score: -179.037 / CPU time: 0.007
Number of iterations: 3
--------------------------------------------------------------------
|               OPTIMIZING CANDIDATE TREE SET                      |
--------------------------------------------------------------------
Iteration 10 / LogL: -179.212 / Time: 0h:0m:0s
Iteration 20 / LogL: -179.275 / Time: 0h:0m:0s
Iteration 30 / LogL: -179.275 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 40 / LogL: -179.212 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 50 / LogL: -179.047 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 60 / LogL: -179.047 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 70 / LogL: -179.047 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 80 / LogL: -179.275 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 90 / LogL: -179.212 / Time: 0h:0m:0s (0h:0m:0s left)
Iteration 100 / LogL: -179.047 / Time: 0h:0m:0s (0h:0m:0s left)
TREE SEARCH COMPLETED AFTER 101 ITERATIONS / Time: 0h:0m:0s

--------------------------------------------------------------------
|                    FINALIZING TREE SEARCH                        |
--------------------------------------------------------------------
Performs final model parameters optimization
Estimate model parameters (epsilon = 0.010)
1. Initial log-likelihood: -179.037
Optimal log-likelihood: -179.037
Rate parameters:  A-C: 1.00000  A-G: 9.53199  A-T: 1.00000  C-G: 1.00000  C-T: 9.53199  G-T: 1.00000
Base frequencies:  A: 0.264  C: 0.390  G: 0.113  T: 0.233
Parameters optimization took 1 rounds (0.000 sec)
BEST SCORE FOUND : -179.037
Total tree length: 0.318

Total number of iterations: 101
CPU time used for tree search: 0.027 sec (0h:0m:0s)
Wall-clock time used for tree search: 0.020 sec (0h:0m:0s)
Total CPU time used: 0.116 sec (0h:0m:0s)
Total wall-clock time used: 0.128 sec (0h:0m:0s)

Analysis results written to: 
  IQ-TREE report:                /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_05_2.fa.iqtree
  Maximum-likelihood tree:       /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_05_2.fa.treefile
  Likelihood distances:          /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_05_2.fa.mldist
  Screen log file:               /home/jeremias//chrM/split/iter06/window_1_05/window_1_05_05_2.fa.log

Date and Time: Thu Jun 25 05:41:51 2026
